Date,Unnamed: 0,Mood,Tags,Weather,Moods,EmotionCat,DateTime,Weekday,Time
2023-07-13,564,Angry,Outside;Walking;By myself,few clouds,Angry,"High Energy, Negative",2023-07-13 08:24:00,3,08:24:00
2023-07-13,565,Sad,Home;Resting;By myself,few clouds,Sad,"Low Energy, Negative",2023-07-13 07:59:00,3,07:59:00
2023-07-13,566,Determined;Wistful,Home;Writing;By myself,few clouds,Determined,"High Energy, Positive",2023-07-13 06:56:00,3,06:56:00
2023-07-13,566,Determined;Wistful,Home;Writing;By myself,few clouds,Wistful,"Low Energy, Negative",2023-07-13 06:56:00,3,06:56:00
2023-07-13,567,Discouraged;Rejected,Home;Waking up;By myself,few clouds,Discouraged,"Low Energy, Negative",2023-07-13 05:33:00,3,05:33:00
2023-07-13,567,Discouraged;Rejected,Home;Waking up;By myself,few clouds,Rejected,"Low Energy, Negative",2023-07-13 05:33:00,3,05:33:00
2023-07-12,568,Excited,Home;Resting;By myself,light intensity shower rain,Excited,"High Energy, Positive",2023-07-12 20:09:00,2,20:09:00
2023-07-12,569,Frustrated;Confused,Home;Resting;By myself,light intensity shower rain,Frustrated,"High Energy, Negative",2023-07-12 18:36:00,2,18:36:00
2023-07-12,569,Frustrated;Confused,Home;Resting;By myself,light intensity shower rain,Confused,"Low Energy, Negative",2023-07-12 18:36:00,2,18:36:00
2023-07-12,570,Appreciated;Included,Home;Resting;By myself,light intensity shower rain,Appreciated,"High Energy, Positive",2023-07-12 15:46:00,2,15:46:00
2023-07-12,570,Appreciated;Included,Home;Resting;By myself,light intensity shower rain,Included,"High Energy, Positive",2023-07-12 15:46:00,2,15:46:00
2023-07-12,571,Restless;Uncertain,Home;Resting;Pets,,Restless,"High Energy, Negative",2023-07-12 00:41:00,2,00:41:00
2023-07-12,571,Restless;Uncertain,Home;Resting;Pets,,Uncertain,"Low Energy, Negative",2023-07-12 00:41:00,2,00:41:00
2023-07-11,572,Pessimistic;Longing,Home;Resting;By myself,broken clouds,Pessimistic,"Low Energy, Negative",2023-07-11 18:53:00,1,18:53:00
2023-07-11,572,Pessimistic;Longing,Home;Resting;By myself,broken clouds,Longing,"Low Energy, Negative",2023-07-11 18:53:00,1,18:53:00
2023-07-11,573,Thankful;Pensive,Home;Watching shows;Resting;By myself,broken clouds,Thankful,"Low Energy, Positive",2023-07-11 16:55:00,1,16:55:00
2023-07-11,573,Thankful;Pensive,Home;Watching shows;Resting;By myself,broken clouds,Pensive,"Low Energy, Positive",2023-07-11 16:55:00,1,16:55:00
2023-07-11,574,Playful;Happy,Outside;Hobbies;Strangers;Friends,broken clouds,Playful,"High Energy, Positive",2023-07-11 14:00:00,1,14:00:00
2023-07-11,574,Playful;Happy,Outside;Hobbies;Strangers;Friends,broken clouds,Happy,"High Energy, Positive",2023-07-11 14:00:00,1,14:00:00
2023-07-11,575,Curious;Playful,Outside;Walking;After swimming;By myself,fog,Curious,"High Energy, Positive",2023-07-11 08:25:00,1,08:25:00
2023-07-11,575,Curious;Playful,Outside;Walking;After swimming;By myself,fog,Playful,"High Energy, Positive",2023-07-11 08:25:00,1,08:25:00
2023-07-10,576,Disappointed,Home;Watching shows;By myself,broken clouds,Disappointed,"Low Energy, Negative",2023-07-10 19:57:00,0,19:57:00
2023-07-10,577,Calm;Excited,Vacation home;Writing;Waking up;By myself,overcast clouds,Calm,"Low Energy, Positive",2023-07-10 06:01:00,0,06:01:00
2023-07-10,577,Calm;Excited,Vacation home;Writing;Waking up;By myself,overcast clouds,Excited,"High Energy, Positive",2023-07-10 06:01:00,0,06:01:00
2023-07-09,578,Relaxed;Melancholic,Vacation home;Watching shows;By myself,scattered clouds,Relaxed,"Low Energy, Positive",2023-07-09 19:05:00,6,19:05:00
2023-07-09,578,Relaxed;Melancholic,Vacation home;Watching shows;By myself,scattered clouds,Melancholic,"Low Energy, Negative",2023-07-09 19:05:00,6,19:05:00
2023-07-09,579,Excited,Outside;Walking;Resting;By myself,overcast clouds,Excited,"High Energy, Positive",2023-07-09 16:00:00,6,16:00:00
2023-07-09,580,Pleased;Curious,Vacation home;Outside;Reading;Pets,clear sky,Pleased,"High Energy, Positive",2023-07-09 10:46:00,6,10:46:00
2023-07-09,580,Pleased;Curious,Vacation home;Outside;Reading;Pets,clear sky,Curious,"High Energy, Positive",2023-07-09 10:46:00,6,10:46:00
2023-07-08,581,Chill;Wistful,Vacation home;Outside;Resting;Reading;Pets,clear sky,Chill,"Low Energy, Positive",2023-07-08 15:55:00,5,15:55:00
2023-07-08,581,Chill;Wistful,Vacation home;Outside;Resting;Reading;Pets,clear sky,Wistful,"Low Energy, Negative",2023-07-08 15:55:00,5,15:55:00
2023-07-08,582,Peaceful;Pensive,Vacation home;Waking up;By myself,light rain,Peaceful,"Low Energy, Positive",2023-07-08 08:40:00,5,08:40:00
2023-07-08,582,Peaceful;Pensive,Vacation home;Waking up;By myself,light rain,Pensive,"Low Energy, Positive",2023-07-08 08:40:00,5,08:40:00
2023-07-07,583,Lonely;Apathetic,Vacation home;Watching shows;Resting;By myself,broken clouds,Lonely,"Low Energy, Negative",2023-07-07 21:10:00,4,21:10:00
2023-07-07,583,Lonely;Apathetic,Vacation home;Watching shows;Resting;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-07-07 21:10:00,4,21:10:00
2023-07-07,584,Chill,Vacation home;Outside;Writing;Waking up;By myself,broken clouds,Chill,"Low Energy, Positive",2023-07-07 07:18:00,4,07:18:00
2023-07-06,585,Disengaged,Vacation home;Spacied out;Watching shows;By myself,,Disengaged,"Low Energy, Negative",2023-07-06 23:15:00,3,23:15:00
2023-07-06,586,Balanced;Hopeful,Outside;Walking;By myself,overcast clouds,Balanced,"Low Energy, Positive",2023-07-06 09:35:00,3,09:35:00
2023-07-06,586,Balanced;Hopeful,Outside;Walking;By myself,overcast clouds,Hopeful,"High Energy, Positive",2023-07-06 09:35:00,3,09:35:00
2023-07-06,587,Melancholic;Wistful,Vacation home;Walking;Waking up;By myself,broken clouds,Melancholic,"Low Energy, Negative",2023-07-06 07:16:00,3,07:16:00
2023-07-06,587,Melancholic;Wistful,Vacation home;Walking;Waking up;By myself,broken clouds,Wistful,"Low Energy, Negative",2023-07-06 07:16:00,3,07:16:00
2023-07-05,588,Lonely;Apathetic,Vacation home;Resting;By myself,broken clouds,Lonely,"Low Energy, Negative",2023-07-05 19:24:00,2,19:24:00
2023-07-05,588,Lonely;Apathetic,Vacation home;Resting;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-07-05 19:24:00,2,19:24:00
2023-07-05,589,Wistful,Outside;Walking;By myself,broken clouds,Wistful,"Low Energy, Negative",2023-07-05 08:11:00,2,08:11:00
2023-07-05,590,Balanced;Loving,Outside;Walking;By myself,broken clouds,Balanced,"Low Energy, Positive",2023-07-05 08:09:00,2,08:09:00
2023-07-05,590,Balanced;Loving,Outside;Walking;By myself,broken clouds,Loving,"High Energy, Positive",2023-07-05 08:09:00,2,08:09:00
2023-07-04,591,Relaxed;Pensive,Vacation home;Eating;Pets;Family,broken clouds,Relaxed,"Low Energy, Positive",2023-07-04 18:31:00,1,18:31:00
2023-07-04,591,Relaxed;Pensive,Vacation home;Eating;Pets;Family,broken clouds,Pensive,"Low Energy, Positive",2023-07-04 18:31:00,1,18:31:00
2023-07-04,592,Relaxed;Wistful,Vacation home;Hanging out;By myself,clear sky,Relaxed,"Low Energy, Positive",2023-07-04 09:37:00,1,09:37:00
2023-07-04,592,Relaxed;Wistful,Vacation home;Hanging out;By myself,clear sky,Wistful,"Low Energy, Negative",2023-07-04 09:37:00,1,09:37:00
2023-07-03,593,Confident;Peaceful,Vacation home;Resting;By myself,scattered clouds,Confident,"High Energy, Positive",2023-07-03 19:04:00,0,19:04:00
2023-07-03,593,Confident;Peaceful,Vacation home;Resting;By myself,scattered clouds,Peaceful,"Low Energy, Positive",2023-07-03 19:04:00,0,19:04:00
2023-07-03,594,Annoyed,Commuting;Between places;Strangers,scattered clouds,Annoyed,"High Energy, Negative",2023-07-03 17:33:00,0,17:33:00
2023-07-03,595,Accomplished;At Ease,Outside;Walking;By myself,moderate rain,Accomplished,"High Energy, Positive",2023-07-03 12:29:00,0,12:29:00
2023-07-03,595,Accomplished;At Ease,Outside;Walking;By myself,moderate rain,At Ease,"Low Energy, Positive",2023-07-03 12:29:00,0,12:29:00
2023-07-03,596,Balanced;Pensive,Home;Writing;Waking up;Pets,few clouds,Balanced,"Low Energy, Positive",2023-07-03 06:53:00,0,06:53:00
2023-07-03,596,Balanced;Pensive,Home;Writing;Waking up;Pets,few clouds,Pensive,"Low Energy, Positive",2023-07-03 06:53:00,0,06:53:00
2023-07-02,597,Relaxed;Longing,Home;Resting;By myself,clear sky,Relaxed,"Low Energy, Positive",2023-07-02 19:59:00,6,19:59:00
2023-07-02,597,Relaxed;Longing,Home;Resting;By myself,clear sky,Longing,"Low Energy, Negative",2023-07-02 19:59:00,6,19:59:00
2023-07-02,598,Upbeat,Outside;Walking;By myself,clear sky,Upbeat,"High Energy, Positive",2023-07-02 10:46:00,6,10:46:00
2023-07-02,599,Disengaged;Meh,Home;Writing;Waking up;Pets;By myself,broken clouds,Disengaged,"Low Energy, Negative",2023-07-02 08:12:00,6,08:12:00
2023-07-02,599,Disengaged;Meh,Home;Writing;Waking up;Pets;By myself,broken clouds,Meh,"Low Energy, Negative",2023-07-02 08:12:00,6,08:12:00
2023-07-01,600,Mellow;Lonely,Home;Resting;Pets,overcast clouds,Mellow,"Low Energy, Positive",2023-07-01 19:36:00,5,19:36:00
2023-07-01,600,Mellow;Lonely,Home;Resting;Pets,overcast clouds,Lonely,"Low Energy, Negative",2023-07-01 19:36:00,5,19:36:00
2023-07-01,601,Melancholic;Loving,Home;Spacied out;By myself,overcast clouds,Melancholic,"Low Energy, Negative",2023-07-01 13:00:00,5,13:00:00
2023-07-01,601,Melancholic;Loving,Home;Spacied out;By myself,overcast clouds,Loving,"High Energy, Positive",2023-07-01 13:00:00,5,13:00:00
2023-07-01,602,Optimistic,At friends;Resting;Pets,overcast clouds,Optimistic,"High Energy, Positive",2023-07-01 10:14:00,5,10:14:00
2023-07-01,603,Grateful;Empathetic,Outside;Walking;By myself,light rain,Grateful,"Low Energy, Positive",2023-07-01 08:15:00,5,08:15:00
2023-07-01,603,Grateful;Empathetic,Outside;Walking;By myself,light rain,Empathetic,"Low Energy, Positive",2023-07-01 08:15:00,5,08:15:00
2023-06-30,604,Tired,Home;Resting;By myself,broken clouds,Tired,"Low Energy, Negative",2023-06-30 18:30:00,4,18:30:00
2023-06-30,605,Connected,Work;Hanging out;Co-workers,overcast clouds,Connected,"High Energy, Positive",2023-06-30 16:00:00,4,16:00:00
2023-06-30,606,Accomplished;Excited,Home;Resting;Eating;By myself,overcast clouds,Accomplished,"High Energy, Positive",2023-06-30 13:24:00,4,13:24:00
2023-06-30,606,Accomplished;Excited,Home;Resting;Eating;By myself,overcast clouds,Excited,"High Energy, Positive",2023-06-30 13:24:00,4,13:24:00
2023-06-30,607,Good,Home;Waking up;Pets,overcast clouds,Good,"Low Energy, Positive",2023-06-30 06:32:00,4,06:32:00
2023-06-29,608,Restless;Envious,Home;Resting;By myself,overcast clouds,Restless,"High Energy, Negative",2023-06-29 22:13:00,3,22:13:00
2023-06-29,608,Restless;Envious,Home;Resting;By myself,overcast clouds,Envious,"Low Energy, Negative",2023-06-29 22:13:00,3,22:13:00
2023-06-29,609,Insecure,Home;Resting;By myself,light rain,Insecure,"Low Energy, Negative",2023-06-29 16:50:00,3,16:50:00
2023-06-29,610,Accomplished;Uncertain,At friends;Helping someone;Cleaning;Resting;Pets,light rain,Accomplished,"High Energy, Positive",2023-06-29 16:41:00,3,16:41:00
2023-06-29,610,Accomplished;Uncertain,At friends;Helping someone;Cleaning;Resting;Pets,light rain,Uncertain,"Low Energy, Negative",2023-06-29 16:41:00,3,16:41:00
2023-06-29,611,Thoughtful;Longing,Home;Writing;Waking up;Pets,few clouds,Thoughtful,"Low Energy, Positive",2023-06-29 06:32:00,3,06:32:00
2023-06-29,611,Thoughtful;Longing,Home;Writing;Waking up;Pets,few clouds,Longing,"Low Energy, Negative",2023-06-29 06:32:00,3,06:32:00
2023-06-28,612,Empowered;Longing,Home;After dancing;Pets,broken clouds,Empowered,"High Energy, Positive",2023-06-28 17:45:00,2,17:45:00
2023-06-28,612,Empowered;Longing,Home;After dancing;Pets,broken clouds,Longing,"Low Energy, Negative",2023-06-28 17:45:00,2,17:45:00
2023-06-28,613,Relaxed;Accomplished,At friends;Helping someone;Cleaning;Resting;Pets,few clouds,Relaxed,"Low Energy, Positive",2023-06-28 13:52:00,2,13:52:00
2023-06-28,613,Relaxed;Accomplished,At friends;Helping someone;Cleaning;Resting;Pets,few clouds,Accomplished,"High Energy, Positive",2023-06-28 13:52:00,2,13:52:00
2023-06-28,614,Tired,Home;Resting;By myself,few clouds,Tired,"Low Energy, Negative",2023-06-28 11:38:00,2,11:38:00
2023-06-28,615,Optimistic;Melancholic,Home;Writing;Waking up;Pets,broken clouds,Optimistic,"High Energy, Positive",2023-06-28 07:00:00,2,07:00:00
2023-06-28,615,Optimistic;Melancholic,Home;Writing;Waking up;Pets,broken clouds,Melancholic,"Low Energy, Negative",2023-06-28 07:00:00,2,07:00:00
2023-06-27,616,Balanced;Optimistic,Home;Resting;Pets,broken clouds,Balanced,"Low Energy, Positive",2023-06-27 18:51:00,1,18:51:00
2023-06-27,616,Balanced;Optimistic,Home;Resting;Pets,broken clouds,Optimistic,"High Energy, Positive",2023-06-27 18:51:00,1,18:51:00
2023-06-27,617,Relaxed;Chill,Home;Resting;By myself,broken clouds,Relaxed,"Low Energy, Positive",2023-06-27 16:41:00,1,16:41:00
2023-06-27,617,Relaxed;Chill,Home;Resting;By myself,broken clouds,Chill,"Low Energy, Positive",2023-06-27 16:41:00,1,16:41:00
2023-06-27,618,Thoughtful;Sympathetic,At friends;Home;Helping someone;Cleaning;By myself,few clouds,Thoughtful,"Low Energy, Positive",2023-06-27 08:30:00,1,08:30:00
2023-06-27,618,Thoughtful;Sympathetic,At friends;Home;Helping someone;Cleaning;By myself,few clouds,Sympathetic,"Low Energy, Positive",2023-06-27 08:30:00,1,08:30:00
2023-06-27,619,Balanced;Meh,Home;Writing;Waking up;Pets,few clouds,Balanced,"Low Energy, Positive",2023-06-27 06:45:00,1,06:45:00
2023-06-27,619,Balanced;Meh,Home;Writing;Waking up;Pets,few clouds,Meh,"Low Energy, Negative",2023-06-27 06:45:00,1,06:45:00
2023-06-26,620,Accomplished;Sympathetic,At friends;Cleaning;Helping someone;By myself,,Accomplished,"High Energy, Positive",2023-06-26 20:08:00,0,20:08:00
2023-06-26,620,Accomplished;Sympathetic,At friends;Cleaning;Helping someone;By myself,,Sympathetic,"Low Energy, Positive",2023-06-26 20:08:00,0,20:08:00
2023-06-26,621,Safe;Satisfied,Home;Resting;Friends;By myself,,Safe,"Low Energy, Positive",2023-06-26 17:37:00,0,17:37:00
2023-06-26,621,Safe;Satisfied,Home;Resting;Friends;By myself,,Satisfied,"Low Energy, Positive",2023-06-26 17:37:00,0,17:37:00
2023-06-26,622,Accepted;Relaxed,At friends;Hanging out;Friends,,Accepted,"High Energy, Positive",2023-06-26 17:05:00,0,17:05:00
2023-06-26,622,Accepted;Relaxed,At friends;Hanging out;Friends,,Relaxed,"Low Energy, Positive",2023-06-26 17:05:00,0,17:05:00
2023-06-26,623,Disengaged,Home;Resting;By myself,scattered clouds,Disengaged,"Low Energy, Negative",2023-06-26 13:54:00,0,13:54:00
2023-06-26,624,Energized;Challenged,Library;Writing;Friends,clear sky,Energized,"High Energy, Positive",2023-06-26 11:45:00,0,11:45:00
2023-06-26,624,Energized;Challenged,Library;Writing;Friends,clear sky,Challenged,"High Energy, Negative",2023-06-26 11:45:00,0,11:45:00
2023-06-26,625,Determined;Nostalgic,Home;Writing;Pets,few clouds,Determined,"High Energy, Positive",2023-06-26 07:51:00,0,07:51:00
2023-06-26,625,Determined;Nostalgic,Home;Writing;Pets,few clouds,Nostalgic,"Low Energy, Negative",2023-06-26 07:51:00,0,07:51:00
2023-06-25,626,Envious;Excluded,Home;Resting;By myself,overcast clouds,Envious,"Low Energy, Negative",2023-06-25 18:49:00,6,18:49:00
2023-06-25,626,Envious;Excluded,Home;Resting;By myself,overcast clouds,Excluded,"Low Energy, Negative",2023-06-25 18:49:00,6,18:49:00
2023-06-25,627,Sad;Longing,Home;Resting;By myself,overcast clouds,Sad,"Low Energy, Negative",2023-06-25 16:35:00,6,16:35:00
2023-06-25,627,Sad;Longing,Home;Resting;By myself,overcast clouds,Longing,"Low Energy, Negative",2023-06-25 16:35:00,6,16:35:00
2023-06-25,628,Lonely;Apathetic,Home;Watching shows;Resting;Pets;By myself,overcast clouds,Lonely,"Low Energy, Negative",2023-06-25 15:08:00,6,15:08:00
2023-06-25,628,Lonely;Apathetic,Home;Watching shows;Resting;Pets;By myself,overcast clouds,Apathetic,"Low Energy, Negative",2023-06-25 15:08:00,6,15:08:00
2023-06-25,629,Disconnected,Home;Waking up;By myself,overcast clouds,Disconnected,"Low Energy, Negative",2023-06-25 08:40:00,6,08:40:00
2023-06-25,630,Happy;Upbeat,At friends;Home;Listening to music;Resting;Hanging out;Family;Friends;By myself,,Happy,"High Energy, Positive",2023-06-25 01:48:00,6,01:48:00
2023-06-25,630,Happy;Upbeat,At friends;Home;Listening to music;Resting;Hanging out;Family;Friends;By myself,,Upbeat,"High Energy, Positive",2023-06-25 01:48:00,6,01:48:00
2023-06-24,631,Chill,At friends;Listening to music;Hanging out;Eating;Family;Friends,,Chill,"Low Energy, Positive",2023-06-24 18:19:00,5,18:19:00
2023-06-24,632,Upbeat,Outside;Commuting;Between places;Listening to music;Strangers;By myself,few clouds,Upbeat,"High Energy, Positive",2023-06-24 14:53:00,5,14:53:00
2023-06-24,633,Confident;Melancholic,Commuting;Between places;By myself;Strangers,few clouds,Confident,"High Energy, Positive",2023-06-24 14:34:00,5,14:34:00
2023-06-24,633,Confident;Melancholic,Commuting;Between places;By myself;Strangers,few clouds,Melancholic,"Low Energy, Negative",2023-06-24 14:34:00,5,14:34:00
2023-06-24,634,Chill;Empty,Home;Back from run;By myself,few clouds,Chill,"Low Energy, Positive",2023-06-24 12:41:00,5,12:41:00
2023-06-24,634,Chill;Empty,Home;Back from run;By myself,few clouds,Empty,"Low Energy, Negative",2023-06-24 12:41:00,5,12:41:00
2023-06-24,635,Alive;Joyful,Outside;Running;By myself,few clouds,Alive,"High Energy, Positive",2023-06-24 11:45:00,5,11:45:00
2023-06-24,635,Alive;Joyful,Outside;Running;By myself,few clouds,Joyful,"High Energy, Positive",2023-06-24 11:45:00,5,11:45:00
2023-06-24,636,Tired;Meh,Home;Waking up;Pets,few clouds,Tired,"Low Energy, Negative",2023-06-24 08:20:00,5,08:20:00
2023-06-24,636,Tired;Meh,Home;Waking up;Pets,few clouds,Meh,"Low Energy, Negative",2023-06-24 08:20:00,5,08:20:00
2023-06-23,637,Nostalgic;Lonely,Home;Watching shows;By myself,,Nostalgic,"Low Energy, Negative",2023-06-23 19:11:00,4,19:11:00
2023-06-23,637,Nostalgic;Lonely,Home;Watching shows;By myself,,Lonely,"Low Energy, Negative",2023-06-23 19:11:00,4,19:11:00
2023-06-23,638,Tranquil;Lonely,Outside;Listening to music;Hanging out;By myself,overcast clouds,Tranquil,"Low Energy, Positive",2023-06-23 14:20:00,4,14:20:00
2023-06-23,638,Tranquil;Lonely,Outside;Listening to music;Hanging out;By myself,overcast clouds,Lonely,"Low Energy, Negative",2023-06-23 14:20:00,4,14:20:00
2023-06-23,639,Alienated;Longing,Home;Waking up;Pets,overcast clouds,Alienated,"Low Energy, Negative",2023-06-23 09:35:00,4,09:35:00
2023-06-23,639,Alienated;Longing,Home;Waking up;Pets,overcast clouds,Longing,"Low Energy, Negative",2023-06-23 09:35:00,4,09:35:00
2023-06-22,640,At Ease,Outside;Hanging out;Eating;Co-workers,,At Ease,"Low Energy, Positive",2023-06-22 18:24:00,3,18:24:00
2023-06-22,641,Sympathetic,Home;Back from run;Resting;By myself,scattered clouds,Sympathetic,"Low Energy, Positive",2023-06-22 11:05:00,3,11:05:00
2023-06-22,642,Proud;Motivated,Home;Writing;Pets,scattered clouds,Proud,"High Energy, Positive",2023-06-22 07:57:00,3,07:57:00
2023-06-22,642,Proud;Motivated,Home;Writing;Pets,scattered clouds,Motivated,"High Energy, Positive",2023-06-22 07:57:00,3,07:57:00
2023-06-21,643,Relieved;Accomplished,Home;Resting;Pets,few clouds,Relieved,"Low Energy, Positive",2023-06-21 21:05:00,2,21:05:00
2023-06-21,643,Relieved;Accomplished,Home;Resting;Pets,few clouds,Accomplished,"High Energy, Positive",2023-06-21 21:05:00,2,21:05:00
2023-06-21,644,Tired,Home;Resting;By myself,scattered clouds,Tired,"Low Energy, Negative",2023-06-21 13:54:00,2,13:54:00
2023-06-21,645,Excited;Nervous,Home;Resting;By myself,scattered clouds,Excited,"High Energy, Positive",2023-06-21 13:52:00,2,13:52:00
2023-06-21,645,Excited;Nervous,Home;Resting;By myself,scattered clouds,Nervous,"High Energy, Negative",2023-06-21 13:52:00,2,13:52:00
2023-06-21,646,Challenged;Nervous,Home;Writing;Pets,scattered clouds,Challenged,"High Energy, Negative",2023-06-21 07:58:00,2,07:58:00
2023-06-21,646,Challenged;Nervous,Home;Writing;Pets,scattered clouds,Nervous,"High Energy, Negative",2023-06-21 07:58:00,2,07:58:00
2023-06-20,647,Challenged;Determined,Home;Writing;By myself,overcast clouds,Challenged,"High Energy, Negative",2023-06-20 19:01:00,1,19:01:00
2023-06-20,647,Challenged;Determined,Home;Writing;By myself,overcast clouds,Determined,"High Energy, Positive",2023-06-20 19:01:00,1,19:01:00
2023-06-20,648,Tired;Longing,Home;Resting;By myself,overcast clouds,Tired,"Low Energy, Negative",2023-06-20 15:51:00,1,15:51:00
2023-06-20,648,Tired;Longing,Home;Resting;By myself,overcast clouds,Longing,"Low Energy, Negative",2023-06-20 15:51:00,1,15:51:00
2023-06-20,649,Compassionate;Nervous,,broken clouds,Compassionate,"Low Energy, Positive",2023-06-20 12:19:00,1,12:19:00
2023-06-20,649,Compassionate;Nervous,,broken clouds,Nervous,"High Energy, Negative",2023-06-20 12:19:00,1,12:19:00
2023-06-20,650,Focused;Empowered,Home;Writing;By myself,broken clouds,Focused,"High Energy, Positive",2023-06-20 12:15:00,1,12:15:00
2023-06-20,650,Focused;Empowered,Home;Writing;By myself,broken clouds,Empowered,"High Energy, Positive",2023-06-20 12:15:00,1,12:15:00
2023-06-20,651,Thoughtful;Resigned,Home;Waking up;By myself,broken clouds,Thoughtful,"Low Energy, Positive",2023-06-20 06:46:00,1,06:46:00
2023-06-20,651,Thoughtful;Resigned,Home;Waking up;By myself,broken clouds,Resigned,"Low Energy, Negative",2023-06-20 06:46:00,1,06:46:00
2023-06-20,652,Pressured;Insecure,Home;Waking up;By myself,broken clouds,Pressured,"High Energy, Negative",2023-06-20 06:43:00,1,06:43:00
2023-06-20,652,Pressured;Insecure,Home;Waking up;By myself,broken clouds,Insecure,"Low Energy, Negative",2023-06-20 06:43:00,1,06:43:00
2023-06-19,653,Balanced,Outside;Hanging out;Pets;Friends,overcast clouds,Balanced,"Low Energy, Positive",2023-06-19 18:31:00,0,18:31:00
2023-06-19,654,Sad;Resigned,Home;Writing;By myself,scattered clouds,Sad,"Low Energy, Negative",2023-06-19 13:08:00,0,13:08:00
2023-06-19,654,Sad;Resigned,Home;Writing;By myself,scattered clouds,Resigned,"Low Energy, Negative",2023-06-19 13:08:00,0,13:08:00
2023-06-19,655,Challenged;Discouraged,Home;Back from run;By myself,scattered clouds,Challenged,"High Energy, Negative",2023-06-19 10:33:00,0,10:33:00
2023-06-19,655,Challenged;Discouraged,Home;Back from run;By myself,scattered clouds,Discouraged,"Low Energy, Negative",2023-06-19 10:33:00,0,10:33:00
2023-06-19,656,Excluded;Sad,Home;Waking up;By myself,fog,Excluded,"Low Energy, Negative",2023-06-19 06:00:00,0,06:00:00
2023-06-19,656,Excluded;Sad,Home;Waking up;By myself,fog,Sad,"Low Energy, Negative",2023-06-19 06:00:00,0,06:00:00
2023-06-18,657,Anxious,Home;Resting;By myself,clear sky,Anxious,"High Energy, Negative",2023-06-18 23:35:00,6,23:35:00
2023-06-18,658,Overwhelmed;Inadequate,Home;Resting;By myself,broken clouds,Overwhelmed,"High Energy, Negative",2023-06-18 19:36:00,6,19:36:00
2023-06-18,658,Overwhelmed;Inadequate,Home;Resting;By myself,broken clouds,Inadequate,"Low Energy, Negative",2023-06-18 19:36:00,6,19:36:00
2023-06-18,659,Spent;Longing,Home;Resting;By myself,broken clouds,Spent,"Low Energy, Negative",2023-06-18 18:58:00,6,18:58:00
2023-06-18,659,Spent;Longing,Home;Resting;By myself,broken clouds,Longing,"Low Energy, Negative",2023-06-18 18:58:00,6,18:58:00
2023-06-18,660,Fatigued;Ashamed,Work;Resting;By myself,broken clouds,Fatigued,"Low Energy, Negative",2023-06-18 16:45:00,6,16:45:00
2023-06-18,660,Fatigued;Ashamed,Work;Resting;By myself,broken clouds,Ashamed,"Low Energy, Negative",2023-06-18 16:45:00,6,16:45:00
2023-06-18,661,Vulnerable;Confused,Home;Waking up;Pets,broken clouds,Vulnerable,"Low Energy, Negative",2023-06-18 12:45:00,6,12:45:00
2023-06-18,661,Vulnerable;Confused,Home;Waking up;Pets,broken clouds,Confused,"Low Energy, Negative",2023-06-18 12:45:00,6,12:45:00
2023-06-17,662,Balanced;Empowered,Outside;Listening to music;By myself,light rain,Balanced,"Low Energy, Positive",2023-06-17 18:35:00,5,18:35:00
2023-06-17,662,Balanced;Empowered,Outside;Listening to music;By myself,light rain,Empowered,"High Energy, Positive",2023-06-17 18:35:00,5,18:35:00
2023-06-17,663,Wishful;Balanced,Home;Back from run;By myself,overcast clouds,Wishful,"Low Energy, Negative",2023-06-17 10:37:00,5,10:37:00
2023-06-17,663,Wishful;Balanced,Home;Back from run;By myself,overcast clouds,Balanced,"Low Energy, Positive",2023-06-17 10:37:00,5,10:37:00
2023-06-17,664,Sad;Longing,Home;Resting;By myself,few clouds,Sad,"Low Energy, Negative",2023-06-17 06:12:00,5,06:12:00
2023-06-17,664,Sad;Longing,Home;Resting;By myself,few clouds,Longing,"Low Energy, Negative",2023-06-17 06:12:00,5,06:12:00
2023-06-16,665,Valued;Nostalgic,Home;Resting;By myself,overcast clouds,Valued,"High Energy, Positive",2023-06-16 23:26:00,4,23:26:00
2023-06-16,665,Valued;Nostalgic,Home;Resting;By myself,overcast clouds,Nostalgic,"Low Energy, Negative",2023-06-16 23:26:00,4,23:26:00
2023-06-16,666,Joyful,Outside;Listening to music;Friends,broken clouds,Joyful,"High Energy, Positive",2023-06-16 14:36:00,4,14:36:00
2023-06-15,667,Ecstatic,Outside;Listening to music;Friends,scattered clouds,Ecstatic,"High Energy, Positive",2023-06-15 19:05:00,3,19:05:00
2023-06-15,668,Included;Longing,Home;Resting;By myself,,Included,"High Energy, Positive",2023-06-15 10:38:00,3,10:38:00
2023-06-15,668,Included;Longing,Home;Resting;By myself,,Longing,"Low Energy, Negative",2023-06-15 10:38:00,3,10:38:00
2023-06-14,669,Satisfied,Outside;Listening to music;Friends,,Satisfied,"Low Energy, Positive",2023-06-14 23:27:00,2,23:27:00
2023-06-14,670,Chill,Outside;Listening to music;By myself,,Chill,"Low Energy, Positive",2023-06-14 13:54:00,2,13:54:00
2023-06-14,671,Empowered;Grateful,Home;Listening to music;By myself,,Empowered,"High Energy, Positive",2023-06-14 09:51:00,2,09:51:00
2023-06-14,671,Empowered;Grateful,Home;Listening to music;By myself,,Grateful,"Low Energy, Positive",2023-06-14 09:51:00,2,09:51:00
